"Target;""Gene"";""Note"";""Product"";""Abs.Offset"";""Ref.seq.len"";""Translated""",,,,,,
"SED_RS15645;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""N-acetyltransferase"";""3090366"";""528"";""yes""",,,,,,
"SED_RS26030;"""";""frameshifted; internal stop; incomplete; partial in the middle of a contig; missing start; Derived by automated computational analysis using gene prediction method: Protein Homology."";""IS5/IS1182 family transposase"";""3090966"";""490"";""yes""",,,,,,
"SED_RS15655;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""Serine/threonine-protein phosphatase 2"";""3091608"";""657"";""yes""",,,,,,
"SED_RS15660;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3092436"";""495"";""yes""",,,,,,
"SED_RS15665;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3092957"";""669"";""yes""",,,,,,
"SED_RS25245;"""";""internal stop; incomplete; partial in the middle of a contig; missing start; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3093782"";""240"";""yes""",,,,,,
"SED_RS15675;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3094200"";""411"";""yes""",,,,,,
"SED_RS15680;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA mismatch repair protein MutS"";""3094769"";""2568"";""yes""",,,,,,
"SED_RS15685;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF4440 domain-containing protein"";""3097392"";""381"";""yes""",,,,,,
"SED_RS15690;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""MFS transporter"";""3097769"";""1209"";""yes""",,,,,,
"SED_RS15695;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""LysR family transcriptional regulator"";""3099065"";""933"";""yes""",,,,,,
"SED_RS15700;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""permease"";""3100039"";""1497"";""yes""",,,,,,
"SED_RS15705;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3101532"";""951"";""yes""",,,,,,
"SED_RS15710;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3102522"";""776"";""yes""",,,,,,
"SED_RS15715;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""aldolase"";""3103302"";""639"";""yes""",,,,,,
"SED_RS15720;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""membrane protein"";""3103937"";""1263"";""yes""",,,,,,
"SED_RS15725;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NAD(P)-dependent oxidoreductase"";""3105193"";""924"";""yes""",,,,,,
"SED_RS15730;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DeoR/GlpR transcriptional regulator"";""3106313"";""765"";""yes""",,,,,,
"SED_RS15735;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""MarR family transcriptional regulator"";""3107096"";""405"";""yes""",,,,,,
"SED_RS15740;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""UbiX family flavin prenyltransferase"";""3107671"";""594"";""yes""",,,,,,
"SED_RS15745;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""UbiD family decarboxylase"";""3108264"";""1428"";""yes""",,,,,,
"SED_RS15750;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3109702"";""237"";""yes""",,,,,,
"SED_RS15755;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""RNA polymerase sigma factor RpoS"";""3109983"";""993"";""yes""",,,,,,
"SED_RS15760;""nlpD"";""outer membrane lipoprotein involved in stationary-phase cell survival; similar to LppB virulence determinant from Haemophilus somnus; Derived by automated computational analysis using gene prediction method: Protein Homology."";""murein hydrolase activator NlpD"";""3111038"";""1134"";""yes""",,,,,,
"SED_RS15765;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""protein-L-isoaspartate O-methyltransferase"";""3112347"";""627"";""yes""",,,,,,
"SED_RS15770;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""5'/3'-nucleotidase SurE"";""3112967"";""762"";""yes""",,,,,,
"SED_RS15775;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tRNA pseudouridine(13) synthase TruD"";""3113709"";""1050"";""yes""",,,,,,
"SED_RS15780;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""2-C-methyl-D-erythritol 2","4-cyclodiphosphate synthase"";""3114755"";""480"";""yes""",,,,,
"SED_RS15785;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"";""3115234"";""711"";""yes""",,,,,,
"SED_RS15790;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""cell division protein FtsB"";""3115963"";""312"";""yes""",,,,,,
"SED_RS15795;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF3561 domain-containing protein"";""3116465"";""357"";""yes""",,,,,,
"SED_RS15800;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""adenylyl-sulfate kinase"";""3116839"";""606"";""yes""",,,,,,
"SED_RS15805;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""sulfate adenylyltransferase"";""3117431"";""1440"";""yes""",,,,,,
"SED_RS15810;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""sulfate adenylyltransferase subunit 2"";""3118880"";""909"";""yes""",,,,,,
"SED_RS15815;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""aminopeptidase"";""3120039"";""1047"";""yes""",,,,,,
"SED_RS15820;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated endoribonuclease Cas2"";""3121347"";""294"";""yes""",,,,,,
"SED_RS15825;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated endonuclease Cas1"";""3121640"";""921"";""yes""",,,,,,
"SED_RS15830;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated protein Cas6/Cse3/CasE"";""3122557"";""651"";""yes""",,,,,,
"SED_RS15835;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated protein Cas5/CasD"";""3123189"";""747"";""yes""",,,,,,
"SED_RS15840;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated protein Cas7/Cse4/CasC"";""3123946"";""1059"";""yes""",,,,,,
"SED_RS15845;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated protein Cse2/CasB"";""3125018"";""561"";""yes""",,,,,,
"SED_RS15850;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type I-E CRISPR-associated protein Cse1/CasA"";""3125575"";""1557"";""yes""",,,,,,
"SED_RS15855;"""";""internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""CRISPR-associated helicase/endonuclease Cas3"";""3127143"";""2664"";""yes""",,,,,,
"SED_RS25250;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3129862"";""273"";""yes""",,,,,,
"SED_RS15860;"""";""involved in bacterial survival in the host cell; involved in macrophage replication; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system effector SopD"";""3130250"";""954"";""yes""",,,,,,
"SED_RS15865;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""phosphoadenosine phosphosulfate reductase"";""3131291"";""735"";""yes""",,,,,,
"SED_RS25255;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3131952"";""219"";""yes""",,,,,,
"SED_RS15870;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""assimilatory sulfite reductase (NADPH) hemoprotein subunit"";""3132127"";""1713"";""yes""",,,,,,
"SED_RS15875;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NADPH-dependent assimilatory sulfite reductase flavoprotein subunit"";""3133839"";""1800"";""yes""",,,,,,
"SED_RS25260;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3135963"";""171"";""yes""",,,,,,
"SED_RS15880;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""6-carboxytetrahydropterin synthase QueD"";""3136062"";""363"";""yes""",,,,,,
"SED_RS15885;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""MBL fold metallo-hydrolase"";""3136512"";""798"";""yes""",,,,,,
"SED_RS25265;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3137308"";""220"";""yes""",,,,,,
